label,message
2.2,老覺得別人知道我想什麼最近有思想障礙總是重覆想搞得我見了人都緊張的不行見了人亂想
2.2,考研失敗準備二戰但睡不著覺感覺快睡著的時候突然一驚要睡著了這個念頭然後就睡不著了自己知道二戰什麼的沒什麼大不了的可就是睡不著怎麼辦
2.2,考駕照 第一次掛了因為心裡太緊張要補考了嚇得不敢讓教練報名我都兩個月不敢去練車了做夢補考都過不去
2.2,考駕照考了四次沒過心裡壓力很大對考試恐懼症了
2.2,自己不能做主總感覺要有不好的事情發生緊張煩躁不安驚恐
2.2,自己不會為人處事焦慮敏感難以分清楚愛情友情沒有自信
2.2,自卑自殘焦慮沒有動力與別人難以交流防備失眠多夢噩夢
2.2,自從生了寶寶後非常能亂想老擔心身邊的親人出事還總愛往壞處想大腦不受控制一樣
2.2,自從生完小孩後脾氣特暴躁身邊的人都這麼認為跟我說話都小心翼翼時不時就心情不好對任何事都非常敏感容易發脾氣
2.2,自從我老師講過Hiv我就有點害怕雖然我沒有傳播源頭沒有傳播的可能但是因為害怕我還是去醫院檢查了然後檢查結果也是健康但是我心裡感覺是檢查錯了心裡很痛苦
2.2,自從身邊有幾個人死後一直怕自己猝死焦慮睡不著覺越想越害怕怎麼辦睡不著怎麼解決
2.2,自殘上癮 有什麼麻煩就感覺非常焦慮 喜歡傷害自己
2.2,自學心理學對幫助自己走出容易焦慮悲觀不自信的狀況能有幫助嗎
2.2,你好   漸漸的  這兩年  總會想很多很多    總是害怕自己老了  總是害怕自己死了之後  總是在想人死了以後  到底是什麼樣子的  有鬼魂嗎等等的問題  總是在想人死了以後   什麼都看得見明白  卻感覺不到
2.2,你好我心裡想的話見到人說是不出來打電話緊張連稱呼都叫不出來嚴重影響找工作心裡總是想的是自卑怎麼回事呢
2.2,你好我年紀小不知道心裡為什麼非常的煩有點小事不順心就愛發脾氣愛生氣心裡什麼都不想但是就是不知道煩什麼我想問問為什麼
2.2,你好我有問題想問你 這段時間我覺著嗯我得了一種疾病可能是一種心理疾病 希望您能幫我分析分析
2.2,你好我老婆太強勢了太任性了她說什麼就是什麼不聽她的就吵架天天吵而且都是小事我快崩潰了
2.2,你好我害怕老鼠不敢出門怕碰見死老鼠或踩到死老鼠怕弄身上在家也這樣怕洗衣服怕傳染以前家裡有過老鼠
2.2,你好我從小就生了一種癲癇病到現在快30年了我每天都擔心害怕這個病會範導致我又得了憂鬱症你說我應該怎樣調節我的心態醫生我快崩潰了醫生請你救救我
2.2,你好我這兩年老是心裡煩躁不安而且經常晚上睡不著覺容易發脾氣老是想一些莫名其妙的事有時還會想不如死了算了我能怎麼樣調整我現在的心裡狀態
2.2,你好我就是莫名的煩躁壓抑很在乎身邊的人怎麼看我總覺得我自己心理有什麼問題
2.2,你好我最近一直不舒服天天睡不著壓力很大也不知道怎麼了
2.2,你好我感覺自己有嚴重的心理問題就是看到一些比較慘的人我會害怕自己會不會和他們一樣非常沒安全感該怎麼辦
2.2,你好我壓力好大我現在在學主持人非常想學可就是學不會來了快一個月了什麼也沒學會我好難過
2.2,你好我總是頻尿次數多而且尿的少去做尿常規腎膀胱婦科都檢查了沒問題但是經常全身發軟沒力昨天那醫生說可能是臆病
2.2,你好最近我不知道為什麼總是覺得自己有什麼病多次去醫院看了都沒事有時一想就怕怕的哭了起來想請心理諮詢師幫幫忙謝謝
2.2,你好最近壓力非常非常大感覺都快喘不過氣了而且又沒有什麼辦法改變這種感覺一直消散不去非常焦慮這個人感覺都快瘋掉了
2.2,你好請問心理問題的失眠怎麼辦越怕失眠對身體不好越是控制要早睡越這樣想越睡不著
2.2,你好醫生我最近一段時間總是懷疑自己得了大病一有點不舒服就懷疑害怕哎困擾我很長時間了
2.2,你好醫生我最近老是心慌易怒而且有時間心情突然就不好了也不願意跟人多說話 之前沒有過啊還有老是胡思亂想 我是不是生病了
2.2,坐車會緊張生怕車與車相撞尤其是坐小車以前不是這樣的
2.2,坐飛機胡思亂想怎樣緩解可以吃點藥之類的嗎
2.2,快大考了  三次模擬成績差距不大  心裡很壓抑 不想和別人接觸 越來越煩躁 越來越慌  學不進去  怎麼辦
2.2,快大考了這幾個月來一直都失眠不想吃安眠藥怎麼辦才好
2.2,快要結婚了婚禮在兩個月後最近感覺非常煩躁很容易發脾氣經常為了小事就控制不住對準老公發脾氣都不想結婚了感覺非常焦慮
2.2,我16歲了患有強迫症幻想症覺得很無聊內心很煩躁不開心膽小精神心理方面存在很大的問題我想改變自己但是卻總是失敗
2.2,我17歲自己心裡一直想著殺人自己又害怕某一天喪失理智殺人心裡一直想著殺人會不會心裡暗示殺人
2.2,我一到晚上七八   就會煩躁   坐立不安   恐懼未來   對未來沒有期望   但是過了這個時間段就能好點   這是為什麼
2.2,我一般得病了 總是幻想自己得了不治之症 想著自己躺在病床上的絕望  我不想這麼煎熬  就好比這次 發燒 我總是瞎想真的好痛苦
2.2,我上課或考試時總想上廁所以前沒事近幾個月才開始可能有些緊張頻尿但尿量少快大考了希望給些有用建議謝謝
2.2,我女朋友精神壓力大有焦焦症怎麼辦這兩天工作跟同事鬧矛盾經常犯病
2.2,我已經努力學習可為什麼沒有成績我真的好煩壓力很大
2.2,我不知道在怕什麼恐懼什麼做事沒有精神注意力不集中做事情非常的乏力乏力
2.2,我不知道是不是心理問題還是視力問題大學畢業馬上要工作了很懼怕面對電腦的工作由於視力原因每次看完手機電腦電視後視力相對模糊所以就害怕面對電腦的工作
2.2,我心裡總是緊張做事情非常緊張害怕手抖是怎麼回事
2.2,我以前是焦慮症現在我都不知道自己是什麼病了變化無窮
2.2,我去年10開始腹脹喉嚨有異物感12月老父親患病失眠4月到北京看專科說我有憂鬱焦慮至此出現很多憂鬱焦慮症狀腦子裡一直在想這個病心悸心慌坐不住請問該怎麼辦謝謝
2.2,我生活中出現坐地鐵緊張坐公車也緊張不敢坐了
2.2,我因為性格暴躁 不好 導致和老公吵架  不敢像想老公會離開我 每次就以生命危險  下圖是老公說的話 對我 老公說我自私 心狠
2.2,我在心理測試中按照自己的真實狀況去填寫結果數值全部大於標準值請問下我是不是得精神病了還能治嗎
2.2,我在學校浴室裡不知道怎麼的洗澡沒問題洗頭一閉眼睛就害怕總覺得後面有人經常洗到一半就不敢待在浴室裡面了即使室友在我旁邊也有這種感覺嗚嗚嗚誰來幫幫我
2.2,我好煩心理不舒服老想哭還老想打孩子孩子幹什麼都不對我該怎麼辦
2.2,我好像有兩個自我一個是樂觀愛笑的一個是喜歡計較心胸狹窄的我經常被自己這種狀況弄得焦慮不安還有容易喜歡幻想該怎麼辦呢
2.2,我好像有社交恐懼症不敢和室友相處不敢看別人的眼睛每天都不說話還有強迫症我該怎麼辦
2.2,我好像得了情感依賴症我該怎麼辦求解有沒有能幫到我的
2.2,我年24歲結婚兩年寶寶一歲女我總是在意我老公婚前有沒有過性生活總怕他出軌這是為什麼啊
2.2,我有三 四個月了心裡感到恐慌害怕做事太認真就心裡好悶整天晚上做惡夢睡不好吃了好多藥也沒見好怎麼辦
2.2,我有赤面恐懼症以前都不會就有一次發生了很尷尬的事我就臉紅了臉紅後我發現所有人都盯著我讓我更加尷尬從那之後我見人就臉紅怎麼辦
2.2,我有社交恐懼症怎麼辦我還不想工作我該不該辭職
2.2,我有焦慮症而且陪伴了我23年每天活在焦慮之中主要表現為擔心這個擔心那個對著鏡子不放鬆不自信莫名的緊張
2.2,我有焦慮症怎麼辦總是有一點點什麼事就會很擔心就會去一直想
2.2,我有腸胃炎總覺得自己要拉肚子結果醫院說我腸胃炎好了有焦慮和憂鬱症失眠晚上只能睡二到五小時
2.2,我有憂鬱症多年精神容易緊張不安情緒容易波動感覺有壓力
2.2,我老公最近神神秘秘的打麻將老聯繫帶女的讓我感到很不安他現在一出去我就胡思亂想我我問他他就說我變態我長的不好到底是我多疑還是他有問題我該不該為了這離婚
2.2,我老多想該怎麼辦可好哭了心裡很難受
2.2,我老是恐懼一件事情不忙的時候就會聯想想著想著就會哭我是不是一種病態啊
2.2,我老是擔心自己有病如癌症愛滋病生活中一旦出現問題如流血了發熱等都很擔心
2.2,我老是擔心這擔心那擔心身材不好看擔心別人不喜歡我
2.2,我老想著我女兒要是被剪刀扎著怎麼辦我女兒才5個多月但是現在我每天都這麼想每天都這麼想一有時間就想非常害怕我該怎麼辦
2.2,我老懷疑自己有心臟病這是什麼精神病我快崩潰了
2.2,我老覺得老婆有出軌嫌疑大吵大鬧都半年多了該怎麼辦老是胡思亂想怎麼辦
2.2,我自從生完孩子就感覺自己的脾氣暴躁孩子哭了我會生氣的罵她也會打她有時會有更嚴重的想法我很不能接受自己有這種想法有沒有相關的書籍可以讓我緩解一下情緒
2.2,我每天晚上睡不著有時強迫自己去睡著就會想到自己死後什麼都沒有了沒有任何感覺沒有思想感到很害怕我是不是得了心理疾病
2.2,我男朋友得了胃癌跟我分開了  我放不下他  每天都怕他出事 整天胡思亂想 經常做噩夢  看到有人死的影片照片等我就冷靜不下來
2.2,我見到長輩時打招呼聲音很小   他們都說聽不到   我也不敢說大聲怎麼辦
2.2,我身體一不舒服就總是往不好的方向想總愛鑽牛角尖
2.2,我受不了了壓力巨大驚恐我在醫院診斷說是中度焦慮中度憂鬱中度躁鬱我還能做自己嗎我很累很累
2.2,我性格懦弱做完一件事後總會想有什麼後果會怎麼樣怎麼補救別人會不會打我不理我討厭我針對我我會不會被孤立
2.2,我朋友洗澡的時候會自言自語  洗澡的時候感覺有人偷拍他  感覺他自己隨時會死 怎麼辦
2.2,我的媽媽近幾年脾氣老不好看誰煩誰還不讓說一勸她就不理人 沙發床還有衣服明很乾淨 也要打掃和洗還發火沒耐心   有杞人憂天的想法老覺得房子塌了
2.2,我的精神官能症是不是心裡的原因啊有恐懼焦慮憂鬱還懷疑自己得了各種病這源於一段感情受傷導致的想找人傾訴
2.2,我的親人都去世了現在自己不敢住自己晚上一睡覺就想起那些事心裡就慌張我該怎麼辦
2.2,我知道自己已經是強迫行為了疑病總害怕自己得絕症現在的心結是強迫症會不會發展成精神分裂一想就怕的要死還老是自問我到底是怎麼了極力想克服就是甩不掉那樣的思維
2.2,我很自卑也有社交恐懼症也沒有一個朋友  嚴重影響到生活 覺得自已的人生過得好失敗
2.2,我很怕衰老和死亡隨著年紀增加天天晚上失眠還怕怕我老去怕我生命流失請問有什麼辦法
2.2,我很怕黑而且只要晚上聽到什麼聲音就會胡思亂想然後很害怕晚上的時候如果是帶著那種害怕的情緒入睡的話就會做噩夢經常我要強迫自己從噩夢中醒過來然後我就會不敢睡怕又做噩夢
2.2,我很壓抑感覺壓力很大我喘不過氣很難受心裡很難受我知道那些都是小事但不知道我怎麼這麼鑽牛角尖我想改但真的改不了我還有救麼沒救我又該怎麼辦
2.2,我是1992年出生的剛跟前男友分手2個月我身邊的朋友家人都沒有催過我結婚的事情但是不知道為什麼我自己非常的焦慮可能是身邊有很多同學都結婚生子了
2.2,我是一名大四的學生但是我發現有社交恐懼症而且也阻礙了我的發展比如說有陌生人主動和我說話的時候就覺得全身發麻應該怎麼辦呢
2.2,我是一名大學的學生幹部最近部門有工作的時候想到我要去完成工作的時候總會心跳加速為什麼會這樣
2.2,我是一名中學生平時學習不錯但每次考試都很緊張心情焦慮有時胃痛出了考場再看卷子不會的也會了做錯的也能發現了我怎麼才能克服著自己的緊張呢
2.2,我是一名全職媽媽帶著兩個孩子可是去年開始情緒很不好一句話一個動作都會讓我大發雷霆很討厭現在的自己甚至有想死的念頭
2.2,我是一名高一學生很焦慮對任何事情都沒興我不想上學了趣睡不好我不想上學了幹什麼也專心不了一點兒都不快樂馬上要分班分科想改變這種狀況
2.2,我是一名高三女生我近來學習很煩躁晚自習稍微有一點聲響思緒就會被打斷 考試的時候告訴自己不要想但還是會亂想
2.2,我是一名高三生之前有過焦慮現像在吃完藥後變好近期又有焦慮現象心慌渾身沒勁正在吃藥如何克服心慌煩躁
2.2,我是一名高四生感覺經常後悔選擇重讀而明年大考也即將到來我很焦慮
2.2,我是一名教師我胸口很痛腦袋全麻木了到醫院檢查無任何病變害怕擔心走上講台給學生教書大腦裡一片空白覺得自己什麼都不會怎麼辦呢我還很年輕日子難熬
2.2,我是一名普通大學生馬上就要畢業了還沒找下工作想從事編劇的職業可又感覺自己實力不夠可又不知該如何做每天心裡很煩躁焦慮
2.2,我是一名憂鬱症和焦慮症患者現在的狀況是老覺得自己有心臟病渾身無力沒勁害怕一直在吃藥
2.2,我是一個高三備考生現在考試出現了厭題和暈題現在每次拿到試卷就會變得煩躁心慌已經持續了有半年了我該怎麼辦
2.2,我是女生總擔心自己是同性戀  所以想問一下同性戀到底表現在什麼地方
2.2,我是不是得了產後憂鬱症總是什麼事往壞處想寶寶五個月
2.2,我是孕婦可是我每天都害怕的睡不著覺害怕與人接觸精神非常緊張
2.2,我是名孕婦沒有小孩之前就有點輕微憂鬱焦慮腦子控制不住亂想在加上孕吐整天沒力氣無精打采連吃頓飯都累怎麼辦啊去醫院說讓我自己控制現在不能吃藥快崩潰了
2.2,我是兩個孩子的媽媽我懷疑自己精神有問題了總感覺自己身體不健康活不久了是不是憂鬱症的表現不管白天黑夜總是有些這樣的負面想法在腦中徘徊我很擔心害怕該怎麼辦呢
2.2,我是個學生每次換了的學校  我就非常捨不得離開了家  尤其是在開學前一天  我真的都心不在焉  很想哭 我想和爸媽說但是我又說不出口  我真的好煩啊
2.2,我是高三學生  最近心裡非常不舒服  總是愛胡思亂想想一些讓自己害怕的事情而且還控制不住的深想害怕自己變得可怕  自己很難受  頭也非常痛  求幫助
2.2,我是國三學生最近寫作業右手非常難受我怕到大考還這樣會考不好我該怎麼辦
2.2,我為什麼總擔心自己有愛滋病總認為自己有了愛滋病的前兆比如四肢無力我想著想著就真的四肢無力了然後腦袋就一直想越來越無力 現在都開始耳鳴了
2.2,我要怎麼辦我真的要崩潰了這是爸媽
2.2,我害怕校園暴力 總擔心被一些女生找麻煩 有時候她們盯著我看 我都會覺得她們看我不順眼 在大街上跟同學討論她們的時候還怕別人聽見去告訴她們 就是很恐懼 嚴重影響生活
2.2,我時候做事還是睡覺前都會很焦慮對吃東西和抽煙有依賴性睡覺不縮著睡或者抱著東西感覺沒有安全感我是不是我心理疾病了
2.2,我時常感到很多疑懷疑女朋友和別的男生聊天感覺沒有安全感在感情方面很焦慮
2.2,我缺乏安全感有社交恐懼症應該怎麼辦希望專家給點意見
2.2,我胸口痛死了頭痛死了到醫院檢查無任何病變我要死了我自己把自己嚇死了我要死了自己把自己嚇死了天天整夜無眠我要死了但我又怕死又不甘心死
2.2,我馬上進入高三了情緒不穩定有時非常煩也不知為什麼煩今天煩的什麼也沒幹這是怎麼回事
2.2,我做過馬斯洛安全感測試它說我有嚴重的不安全感這個還可以治嗎
2.2,我得了恐懼症憂鬱症怎麼緩解
2.2,我患了十幾年社交恐懼症現在更加自閉身邊一個朋友都沒有很痛苦怎麼辦
2.2,我情緒非常容易激動經常冒汗手抖胸悶反胃等很難入睡有什麼辦法可以解決嗎
2.2,我控制不住的懷疑男朋友跟會計有關係查看他手機通話也都是在工作時間男友也正常上下班但我還是忍不住懷疑
2.2,我晚上睡不著覺一會醒一會醒的睡不踏實心煩坐不住 躺不住 心煩的很厲害
2.2,我現在19歲剛剛測試了下有中度焦慮症和中毒恐懼症人很消瘦請醫生幫幫我
2.2,我現在和別人交流變得很困難平時也很容易緊張尤其一上台雙手發抖聲音也發抖這是憂鬱症嗎
2.2,我現在得了重度憂鬱症  徹夜難眠  心裡很焦慮  心裡很害怕  我現在該怎麼辦  已在吃抗憂鬱藥
2.2,我現在臨近大考現在復習不進去上什麼課都恍神還有不知道大學學什麼專業心裡有好幾個想學的專業不知道那個適合我
2.2,我現在變得不自信想法極端非常擔心我35歲已結婚做父親生活很滿足沒有不良嗜好就是喜歡手淫控制不了
2.2,我莫名的煩躁心慌心裡委屈感覺必須深呼吸才能舒服一點心裡非常難受
2.2,我就是不想去學校一去我就渾身不舒服並且在重點班心裡好忐忑不想唸書了而且我網戀過一個男生甩了他兩次一會對他喜歡一會又厭惡現在又想和他和好哎怎麼辦
2.2,我就是老覺得自己得了什麼不好的病是的感覺左後背酸痛
2.2,我就是非常不喜歡看到老婆上網一看到就焦慮著急其實她挺好的在網上也沒做什麼
2.2,我最初就是突然頻尿後來沒尿 整晚睡不著覺總覺得有尿現在是失眠情緒不好手臂熱麻熱麻的我的整個人都崩潰了想尋求幫助
2.2,我最近不知道得了什麼病 整天頭暈 焦慮都說我是心裡問題 想諮詢一下心裡醫生像我這種情況應該怎麼辦
2.2,我最近心情不好總在家鬧而且總是沒事找事總怕這怕那的我愛鑽牛角尖我是一個有精神病史的人我沒有工作
2.2,我最近比較心慌緊張經常去做一些細活手會抖越想控制越抖搞得現在沒開始去做就會一直擔心怕手會抖
2.2,我最近在醫院被確診為焦慮症就是睡眠障礙入睡非常非常的困難九點上床我兩點才能睡著而且每天到點就會準時醒非常痛苦我該怎麼辦
2.2,我最近有點恐愛   查了好幾次  不是之後又怕得這病那病的
2.2,我最近老是怕自己得絕症一想到絕症就不想吃飯了
2.2,我最近老是頭痛容易胡思亂想控制不住自己的情緒晚上失眠
2.2,我最近很害怕自卑不敢與人交流心情煩燥學習也學不進去希望你們幫幫我
2.2,我最近很擔心一些身體狀況尤其是小孩的稍微有點什麼不對勁的地方就喜歡往壞處想而且越想越擔心整天悶悶的什麼也不想做食量也不好我該怎麼辦啊好痛苦
2.2,我最近感覺每天都沒有精神晚上卻睡不著覺白天不想說話說話也很累對什麼都不感興趣每天心裡很慌很緊張但是不知道害怕什麼這是怎麼了呢
2.2,我最近對於自己的能力總是很懷疑心裡總是莫名的發慌
2.2,我最近總是感覺緊張胃痛嗓子發緊我母親得了重病我最近在照顧她她情緒不穩定家裡其他人情緒也不好我該怎麼辦
2.2,我欺騙了我男朋友半年好怕被他知道我每天心裡都好怕整天提心吊膽怎麼辦
2.2,我焦慮一年了但是症狀緩解了前兩天還出現胸悶的情況下午或晚上嚴重我是不是有精神症啊
2.2,我結婚三年了最近感覺很壓抑心裡莫名的煩躁
2.2,我開始失眠現在總怕睡不著醫生診斷預期焦慮要怎樣能克服
2.2,我媽媽得了焦慮症對任何事情都過度擔心害怕嚴重失眠該怎麼辦呢
2.2,我媽媽壓力比較重一個人抱著枕頭去餐廳的餐桌上睡覺把燈關掉然後靜靜的趴了一會好了很多經常睡的房間不想睡隔壁房間睡又感覺太孤獨什麼原因
2.2,我想死好想好想最近焦慮失眠暴躁我快堅持不下去了
2.2,我想改變自己的命運本人34了我想參加一次考試可是一學習腦袋就胡思亂想注意力極其不集中緊張壓抑頭痛失眠誰能幫幫我能學進習去快樂的學習
2.2,我想離婚感覺離婚是對自己唯一的解脫感覺就要崩潰了可是離婚了又擔心孩子好痛苦要瘋的感覺
2.2,我愛上一個人很在乎很害怕失去所以經常失眠憂鬱
2.2,我愛多想心裡不踏實焦慮憂鬱拖延症自卑
2.2,我感覺自己得了憂鬱症了心裡非常的壓抑受不了老公撒謊受不了老公藏私房錢受不了他聊天現在社會亂的我懼怕他聊天會接觸到別的異性
2.2,我感覺自己喪失了信心考試失敗我好痛苦現在甚至發展到一提到考試就害怕
2.2,我感覺自己像是精神衰弱總是想沒用的東西注意力不集中沒耐心晚上一閉眼總胡思亂想睡眠品質差極了 怎麼辦
2.2,我感覺我有社交障礙我不善於主動跟別人講話有時候人家不跟我講話我就不跟別人講話時間長了不說話我就感覺人家不想理我我就更不想和人家講話然後自己胡思亂想
2.2,我感覺我有精神病小時候生活環境不好很自卑周圍的人會取笑我心裡從小就很壓抑很容易幻想大腦不受控制的很糾結很急躁怎麼辦
2.2,我感覺得了產後憂鬱症了天天把事往壞處想一會擔心孩子一會擔心家人一會擔心自己
2.2,我經常心慌莫名的緊張腦子裡總是在想一些沒用的好像自言自語一樣怎麼辦
2.2,我經常情緒焦躁易怒感覺自己很沒用什麼都處理不好
2.2,我經常會幻想我得癌症開車的時候覺得下一秒會出車禍
2.2,我經常會胡思亂想而且要去做一件事情怕這怕那的請問我該怎麼辦
2.2,我經常頭痛頭暈做了腦Ct沒什麼異常這是為什麼呢具體表現為社交恐懼看書看不進集中不了注意力我才25歲啊
2.2,我該怎麼辦我以後的生活應該怎麼辦才好一個無助的女人
2.2,我睡覺時總是會想著尿尿尿了之後沒幾分鐘又會想著尿尿從而導致失眠
2.2,我壓抑痛苦不堪啊失眠精神萎靡不振頭痛胸口痛吃東西不消化
2.2,我檢舉了上司 上司已經懷疑我了擔心以後報復心裡忐忑不安吃不進去睡不好害怕
2.2,我總是不能全神貫注怎樣才能集中精力我應該怎麼辦
2.2,我總是多疑心理不平衡工作的時候總害怕老闆會開除我總害怕吃虧
2.2,我總是喜歡家裡乾乾淨淨有一點髒亂心裡就容易煩躁站在高處就有要掉下去的感覺
2.2,我總是無緣無故的鬱悶心煩有時候會因此睡不著覺總是無緣無故的擔心好多事我想問這是怎麼了
2.2,我總是焦灼靜不下心非常容易生氣朋友說我變了變得讓他們想打我現在也一直靜不下心來看書學習也沒有目標整天庸庸碌碌只想玩手機想戒又戒不掉好煩
2.2,我總是擔心我家的錢會丟心裡總是想這件事搞得我吃不好飯睡不好覺
2.2,我總是覺得自己得了重病每天只要一醒就在感受身體狀況基本整天都在想害怕自己得重病焦慮相當難受
2.2,我總感覺自己身體有病哪裡都有病哪裡都難受天天想
2.2,我懷孕的時候見了前男友可孩子生了心裡想這孩子不是老公的我心裡是不是有病現在每天都想這一件事我越想越害怕我該怎麼辦我快要瘋了
2.2,我懷第一個孩子的時候經常喘不上過氣很難受現在想要二胎了現在就出現懷第一個孩子時的症狀了很害怕怎麼辦
2.2,我覺得我人格分裂強迫症憂鬱症種事覺得好煩躁
2.2,我覺得我有心理疾病怎麼辦我現在容易暴躁甚至有自虐傾向我和父母有太多矛盾我希望能紓解一下我的心理父母經常對我使用冷暴力一吵架就不跟我說話我真的接受不了
2.2,我覺得我得白血病了 但是血常規是正常的 別人都說我精神有問題了
2.2,每天上班壓力大 最怕老闆找我工作中手心直出汗就怕出錯已經工作幾年了以前不這樣怎麼辦
2.2,每天心情都很煩躁 腦子會想很多東西 靜不下來 聽力也很差 一句話一個字不對心眼 心裡就要爆炸 對誰都不相信 家人好像都這個樣子 如何走出來 恢復以前的快樂呀
2.2,每天心裡總是害怕尤其是晚上也害怕怎麼辦
2.2,每天晚上睡不好想很多事情想到5點才睡著在和別人交流時不自信人多的時候沒有安全感
2.2,每天都沉迷一件事自己明白還是擔心心裡不安總擔心以後亂想想些不好的事怎想打起精神亂想打不起精神亂想的緊張
2.2,每天都焦慮心煩壓抑也不知道為什麼想的事情也非常多年紀也不是很大卻活的很累這是為什麼啊請問有什麼辦法可以不再心煩焦慮嗎
2.2,每天都開心不起來很煩躁很焦慮覺得活著沒有多大意思
2.2,每天都感覺心裡非常煩脖子僵硬易怒睡覺也是不停的做夢無法輕鬆
2.2,每天都會想像很多事情以前的以後的不知不覺都會想像自己怎樣怎樣的大腦不受控制一樣因為這樣甚至還出了車禍但還是改不了我為什麼會這樣
2.2,每天都睡不著不想上學很累不知道為什麼要活著總是莫名煩躁經常恍神集中不到注意力
2.2,每天都覺得自己有病抓到一個部位就一直老想去醫院醫生就都說沒事老是想不停的做檢查覺得自己要瘋掉了我是一個學生希望有人幫幫我
2.2,每天感覺自己都好像是得病了一樣好不舒服身體好難受
2.2,每次一閒下來沒事做的時候就容易覺得喘不過氣心慌胸悶是什麼原因
2.2,每個月的性生活最多兩次也沒什麼話孩子10歲了還不知道記作業也不愛學習我的心情非常煩躁看見什麼不順心總是不由的就想罵人打人
2.2,沒有工作高中畢業已婚已育幾次失敗的工作經歷之後產生很強大的挫敗感現在很迷茫不知道該干什麼
2.2,男26歲一點事不順我心就感覺非常煩燥心發慌喘粗氣有一年時間了
2.2,見人就緊張不能溝通不停吞口水 累
2.2,見到女生就緊張不自然平時宅在家裡害怕出門出門自帶光環老是覺得有人看我
2.2,見到陌生人過度緊張表現非常不自信跟陌生人或者不是很熟的人說話手都會發抖臉部肌肉僵硬
2.2,走路的時候陌生人摸頭髮給我看感到恐懼
2.2,身體只要有點不舒服我就總是懷疑自己得了絕症每天都提心吊膽吃不下睡不好
2.2,怕死渾身上下有一點小毛病都覺得會死陷入一種莫名的恐慌我很害怕
2.2,怕和別人在一起控制不住想別人壞處控制不住表情多做事表情不自然
2.2,性心理扭曲變態非常喜歡別人虐我現在的我很焦慮
2.2,性別男  年齡 40 我現在患上了一種病心裡老是有壓力心裡緊張現在有點失眠請問有哪位心理專家幫助我一下謝謝
2.2,性格柔弱處於恐懼的世界感覺不熟悉的都是壞人還有神鬼
2.2,明明知道一些事情不會發生卻還是擔心怎麼也忘不掉是怎麼了
2.2,明明很睏了卻不想睡常常焦慮心跳加快覺得自己很沒用憂傷發愁的事情很多
2.2,易怒 心裡沉重 因為男朋友的事讓我很痛苦 很累 能不能幫幫我讓我走出困境
2.2,社交恐懼症一直困擾著我不知道該怎麼辦吃了藥好像更嚴重
2.2,社交恐懼症自卑內向靦腆不敢與人溝通溝通障礙
2.2,社交恐懼症怕見人一緊張就臉紅非常怕見熟人陌生人倒沒事感覺別人會一直盯著我看就非常不自在就會臉紅
2.2,社交恐懼症怎麼治療是不是沒救了求救求救
2.2,社交能力差不自信沒生活方向目標對時間恐懼總是感覺時間不夠用朋友很少沒能力學歷再高也找不到人生目標和方向失眠
2.2,社交焦慮感覺自己永遠是被拋下的那一個
2.2,社會交往障礙極度自卑怎麼治療啊心裡煩悶上火反應遲鈍大腦空白
2.2,表現為害怕與人交往感覺身邊的人老是說我的不是喜歡一個人待在床上心情低落焦慮喜歡想那些有的沒的感覺世界很黑暗一天到晚高度緊張
2.2,非常自卑害怕把自己的想法說出去會失去別人非常恐慌
2.2,非常怕死怕父母有一天離自己而且自己也會離開這個世界一切都與自己無關失眠怎麼辦啊
2.2,非常的愛哭有時就一點點小事眼淚嘩嘩的忍也忍不住覺得活的很壓抑提不起精神愛擔心事怕這怕那的嚴重影響睡眠影響身體該怎麼辦呀
2.2,非常難受想出門各種憋的慌給我弟弟餵飯麵條有點算了現在好擔心啊我嚐了一口這會有點想吐
2.2,非常懼怕死亡害怕突然會死亡或者想到以後會變老死亡都非常害怕怎樣才能不去想
2.2,前段時間有過心臟方面不適但是去醫院檢查了沒有問題現在變得不敢開車不敢一個人待著還有就是開車時感覺很煩等紅綠燈容易緊張著急有時會脾氣暴躁
2.2,前幾天我看見有個14歲小男孩因工作時間長而猝死所以我現在很擔心也會那樣晚上睡不著
2.2,很容易有挫敗感平時練車很好一去測試就緊張失敗了就哭不想看書頭痛提不起興趣睏又睡不著心煩意亂
2.2,很焦慮沒辦法紓解壓力工作生活上的煩心事都放不下
2.2,很嚴重的社交恐懼症下班就想直接回家哪裡也不想去誰也不想聯繫但又很孤獨強烈的自卑覺得什麼都不如別人貶低自己
2.2,怎麼克服怎麼對疾病的恐懼 我一直都是一個膽小的對疾病都非常害怕所以遇到小病之後各種擔心檢查出來沒有還是會怕因為感覺自己還年輕
2.2,怎麼克服緊張心裡不敢上台說話心裡很緊張別人看我做事也緊張好多年了怎麼辦呀
2.2,怎樣才能讓自己靜下心來心裡總是亂糟糟的即使眼前有事做也精神不集中
2.2,怎樣治療社交恐懼症請大家幫幫忙真的謝謝了
2.2,怎樣做到專心於一件事我最進做事總是無法集中精力老是恍神怎麼辦
2.2,急性焦慮症十年了斷斷續續怎麼徹底治療
2.2,昨天去做核磁共振一進機器感覺心慌不舒服
2.2,為什麼自從上學期間睡覺被吵醒幾回後每天都睡不好但是放假了就睡的很好很擔心開學後還會睡不好
2.2,為什麼我心裡面總有不必要的慌張可是什麼事都沒有
2.2,為什麼我的心裡話別人能聽到呢這個是不是精神分裂症的表現呢
