label,content
0,台版柬埔寨詐騙！　又一棄屍嫌桃園投案
0,台版柬埔寨奪3命　7被告羈押禁見
0,台版柬埔寨釀3死！警借提嫌犯南下找遺體
0,台南「打獵6人眾」闖農舍！寵物豬慘成肉塊　警嚴辦最高罰200萬元
0,台南父子吵架「火大了」！兒怒燒滿屋回收山　32勇消急灌救
0,台南西羅殿天公爐「被插埋生雞腿」　廟方怒轟大不敬！報警追查
0,台南防風林狗啃屍案起底！藥頭殺藥腳　3年前1事埋殺機
0,台南防風林啃屍命案　兇嫌被法院裁准羈押
0,台南傳飼主山豬遭宰殺肢解 警嚴辦6人最高開罰200萬
0,台首大突全面停招引爆不滿　教部保證：以後絕不再發生
0,台獨和台海和平水火不容！習：為中美不可逾越的「紅線」
0,史上最豪英國第一夫人 曾因1個馬克杯惹公憤
0,囚61人疑另有據點！警政署長籲：全力掃蕩台版柬埔寨詐騙集團
0,四叉貓發文涉「跟騷法」　高虹安：譴責網路霸凌
0,外科柯文哲諷「薛瑞元是婦產科」　蘇揆：任一科都應尊重
0,外送員穿雨衣取餐被負評！店家回應引戰火
0,外遇夫都稱被老婆當提款機 大法官黃虹霞：不覺得傷人？
0,外遇還可休妻、休夫？ 挑戰國人感受
0,奶茶店員喊「歡迎光臨」被停業　陸「釣魚執法」挨批：官如土匪
0,尼加拉瓜斷交爭議　監院糾正外交部維護館產不力
0,市長候選人逝世選舉暫停　藍委竟控：蔡政府黑手勿伸中選會
0,市區狂逃1公里！毒犯失控撞騎士衝民宅　熱心軍人助警壓制
0,幼園門口擺路障栓鐵鍊占位！鄰居怒轟「路霸」
0,打蔣萬安爭游離票？　黃珊珊駁：會就事論事
0,打臉交通部！銷毀的繪本「奪世界大獎」　作者酸：謝謝部長給我動力
0,未來婆婆夾菜　她嫌筷子髒怒嗆：妳餵豬嗎
0,未受邀出席婚禮！婆婆不承認孫女親生　終極媽寶護航扯爆
0,正式提訴訟！恩恩爸數度哽咽　轟新北市府「一路折磨我」
0,正妹台鐵月台翹臀一陣熱！怒揪背包男伸鹹豬手　一條牛仔褲逆轉
0,正妹合照霍華德遭網酸「明年多很多小魔獸」 本尊出面回應了
0,正對監視器沒在怕！小偷路邊狠鋸車「破萬零件」　網：行之有年
0,母珍貴物遭竊！楊繡惠報警怒轟「去死」　監視器曝結局逆轉
0,民眾黨抨綠寄生竹市府 校園播小智日常、社福館貼文宣　
0,民進黨：張善政沒幫假藥受騙者發聲　算哪門子善良？
0,民進黨互打找戰犯！劉耀仁揭內幕轟何志偉：閉上你的鳥嘴
0,民進黨慘敗抓戰犯！林濁水批蔡英文：「沒收初選」成關鍵
0,民進黨轟張善政：沒替被假藥所騙鄉親發聲
0,白紙革命！影后喊「只能掉眼淚」挨轟刪文　網怒：只會耍嘴皮子
0,立委不滿大學頻傳學倫案　教育部：利用政策工具引導把關
0,立委批幼教師生比逾40年未調整　教長：明年起循序調到1比12
0,立榮飛機突故障！70人滯留金門　苦等氣炸
0,伊朗5人命喪梨泰院　外交部發言人批南韓：管理不當
0,伊朗外長自打臉　認了：俄烏戰爭前曾運交無人機給俄羅斯
0,伊朗外長承認　戰爭前曾運交無人機給俄國
0,伊朗外長首度承認 俄烏戰爭前曾運交無人機給俄羅斯
0,伊朗宣布將公開審判1000名「製造動亂者」　艾米尼之死掀抗議狂潮
0,伊朗首次承認供俄無人機　助烏星鏈1300台終端機斷線
0,伊朗首度承認 曾向俄羅斯提供無人機
0,伊斯坦堡鬧區爆炸　土耳其指控幕後黑手
0,先躲北韓飛彈沒發避難簡訊挨轟　居民怒：被問才放廣播
0,先載客後運毒！白牌車運將兼差「毒品快遞」
0,全身傷！人力公司遭控搶生意　毆殯葬業者
0,全教產批師生防疫規範不平等　教長回：24場域工作人員標準一致
0,全球十大糟糕航空　印尼獅航吊車尾、深圳航空倒數第5
0,全球關注陸抗爭！「白紙運動倡議書」瘋傳　怒嗆當局無恥
0,全職媽1打4！丈夫一句「妳不是都在放假？」 她餵奶心酸哭了
0,共機還來！偵獲46架次共機　國防部：17架次越中線
0,共艦逼近鄰接區　我驅離遭嗆「24海浬不存在」
0,再偷！毒男狂竊娃娃機台　慘被半裸男砸安全帽、台主巴頭
0,印度吊橋突斷逾百死　檢方認定問題出在修橋包商
0,印度吊橋斷裂130死疑事發前影像曝！　屁孩猛踹搖晃繩索
0,印度吊橋斷裂瞬間曝！　橋上視角直擊白衣屁孩「大字型猛搖」
0,印度斷橋141死警方約談8人　市府：吊橋沒有「合格證明」就重啟
0,印度斷橋9人被捕身分曝光　倖存者指20名屁孩猛晃橋釀禍
0,印假文宣攻擊對手...板橋前里長之子遭拘提　《選罷法》函送
0,各種謎樣改變惹眾怒　推特前高層：馬斯克不知自己在幹嘛
0,合資糾紛遭吞近億元　iROO、HOII老闆互告
0,合影霍華德被酸「會有小魔獸」　辣妹反擊
0,吊車夜間沒亮燈！駕駛怨「出車禍」理論遭毆
0,同志婚也爆婆媳問題　女友家人罵「妖女」
0,同志婚姻也有婆媳問題　女友家人罵她「妖女」全缺席
0,同村更生人伸魔爪！4歲女童遭脫褲性侵　法院裁定羈押　
0,同樣踩踏釀百死　為何印尼關注度較低？網嘆：台灣人就偽善
0,名列4大戰犯　周玉蔻再轟蔣萬安：草包
0,名畫又遭殃！　戴珍珠耳環的少女遭環保人士「頭襲」
0,名畫再遭殃！　環保人士攻擊西班牙大師哥雅作品
0,名模驚爆遭控肇事逃逸！開車撞凹欄杆「自己喬回」警方上門
0,向運將借手機一去不回！吃免費、搭霸王車　男竊遍中和落網
0,她揪競辦委託做封關民調　Kolas怒：少騙當過記者的候選人！
0,她買鬼滅之刃「上弦三」造型隱眼！試戴氣炸：根本看不到路
0,好大官威！重慶軟封城　官員嗆外地人：滾遠點否則拘留
0,如入無人之境！男夜闖台南交通分隊拍攝個資　警：約談釐清
0,安心亞錄影怒喊「我就叛逆」　突點名阿Ken：控制不了你
0,安平開台天后宮前唐姓女會計　侵占1千4百餘萬判3年1月
0,年紀大好欺負？男路中隨機推倒9旬婦　假攙扶真行搶
0,早就警告梨泰院會出事！直播主1小時前報案遭漠視　警認失職
0,有片／囚禁、殺人！　詐團主嫌「茶董」涉6罪移送
0,有片／為了18元！男退票不成大鬧火車站　拍桌飆罵站務員
0,有沒有搞錯啊？河濱公園步道當練車場　運動民眾直呼太扯
0,有詐！冒Apple寄購買信　改ID帳號「遭盜刷」
0,朱立倫批新竹換台北「不可能」　反問趙少康：有辦法讓黃珊珊同意嗎
0,朱立倫赴新竹挺林耕仁「正藍軍」　狂轟林智堅：只會作秀放煙火
0,朱學恒嗆「準備挨打」　韓國瑜反酸：好可怕
0,死亡自拍！辣媽擅闖瀑布禁地不慎失足墜崖亡 獨留5歲幼女
0,江西九旬老人確診被丟包大街！　救護員「扔在醫院門口」直接離開
0,百年祖先土地硬被徵收蓋捷運 高雄地主控市府只找里長開會
0,百貨週年慶！等3個紅綠燈出不去　顧客怒罵交管人員無奈
0,老公前女友曾墮胎！聽她懷孕後竟回這句話　網一看全怒了
0,老公趁懷孕嫖妓！　二寶媽摸下體揭穿「喝茶吃魚」真相崩潰
0,老爸出軌搞大外傭肚 正宮竟被當僕人後續超狂 女兒因這事陷兩難
0,老婆剛出門…尪秒揪小三回家滾床　他偽單身讓正宮求償百萬吞敗
0,老婆懷孕！科技男「想約砲」加碼爆業界情色祕辛...網一面倒狂轟
0,老婆懷孕不能啪啪！他看「學長出軌嫖妓」心動了：想找別人愛愛
0,老闆為40元炸物報警！釣出唐寶寶家長心碎發聲：我們不需要同情心
0,自知逃不掉！詐團囚禁3人慘死　「遺體搬運工」桃園投案
0,艾米尼之死效應　紐西蘭暫停與伊朗人權對話
0,行人違規穿越馬路　下秒遭「酒駕凱燕男」撞上！送醫搶救不治
0,行車糾紛3車包夾騎士！女乘客錄影遭跳針嗆　網酸：吱吱吱
0,行車糾紛狂吼數十分鐘！雲林男大生VS.夫妻檔　女警也動怒
0,行車糾紛爆衝突！外送員4度催油門撞單車伯　掏2千和解
0,你有嗎？女生眼裡！男生最猥瑣的3個行為
0,你到底是誰？我「微整」啦！女毒犯：我報別人給你抓
0,你是灰姑娘？假鈔買芋圓被識破　男逃跑「掉鞋」成線索
0,你都被我兒子睡了還想要聘禮？女霸氣回應
0,冷血凌虐被害人！　死者兒：別讓詐團囂張
0,冷血凌虐被害人！「茶董」6罪移送畫面曝
0,吳子嘉喊陳時中選情已掛！斷言將「害死這些人」：很糟糕
0,吳佩慈回歸！未婚生4胎豪門男友出事…罕出聲遭嗆「為何刪評論」
0,吳慷仁成恐怖同事網怒「拳頭硬了」　助《她和她的她》登頂冠軍
0,吼唐寶寶老闆黑歷史再被挖　1事嗆客雞歪
0,吼唐寶寶被罵翻　炸物老闆喊冤：沒霸凌
0,完了！網紅借法拉利「馬王」裝闊載妹　起步3秒就撞車
0,尪冷譙「妳連做雞都沒人要」！女星淚揭3病纏身當眾抓姦
0,屁孩無照騎車還未戴安全帽　不服取締撞倒女警　這下慘了
0,屁孩競速釀1死1傷　母認屍慟喊：怎求償？
0,忍4年！遭明星瞎爆酒後失控　趙正平怒轟：這種人能入圍金鐘
0,忘帶40元遭老闆報警！唐寶寶自責嚇喊：不要再買東西了
0,忘帶40元遭炸物老闆嗆！唐寶寶上進又孝順「苦練單輪車」勇奪冠軍
0,忘帶40元闆報警抓唐寶寶　炸物店遭1星灌爆永久停業
0,快訊／下猛藥選前辭立委？　蔣萬安鬆口：該做的事都會做
0,快訊／北韓射至少10枚飛彈　尹錫悅稱「侵害領土」：要付出代價
0,快訊／立榮班機金門飛台中故障停飛　70旅客遭「放生機場」氣炸
0,快訊／兇手抓到了！男持小刀割斷鳶嘴稍來步道引導繩被函送
0,快訊／空少遭保時捷撞爆頭慘死　酒駕富商「外套遮臉」75萬交保
0,快訊／范雲批徐巧芯「冷血又無知」　拿女性傷痛做政治攻擊
0,快訊／高雄驚傳槍擊！休旅車被掃射3彈貫穿　網轟：治安敗壞
0,快訊／富商上銬畫面曝！酒駕撞死空少　說「對不起」還很小聲
0,快訊／會所醜聞震撼彈！檢舉跨國洗錢害2檢遭調職　吹哨者說明始末
0,快遞小哥見正妹便問「玩我鳥」嗎？她氣炸
0,我要睡覺！改裝車擾民　中和警、環保局取締開出22張罰單
0,我會不會死啊? 陸男「一動作」定速126公里 飆2小時
0,扮客買飲料！趁老闆獨自顧店　惡煞揮刀砍
0,扯！「神鬼上尉」私蓋關防詐財千萬　監院出手糾正國防部
0,批國民黨黑道治國　黃承國問蔣萬安：白狼是地下市長？
0,批蔡英文拚政治騙選票　朱立倫：民意會打敗「奧步黨」
0,批藍綠把「黑金貪腐」帶回台北　黃珊珊：我不靠政黨、家庭背景站在這
0,把母校當肥羊！拆光宿舍鋁門、柵欄變賣　基隆男下場曝
0,抓到了！大膽竊賊偷議員候選人「學姊」萬元現金　阿北落網全花光
0,抓到了！時力候選人車沒鎖萬元被偷　慣竊落網錢早花光
0,抗中保台？曹興誠大酸蔣萬安：爸爸赴陸吃喝是什麼DNA
0,改頭燈有證明文件還被開單？騎士控擾民　警駁：依法執行
0,攻堅抓人！撞傷小隊長通緝犯　清晨驚醒落網
0,攻擊烏克蘭飛彈碎片掉落邊界村莊 摩爾多瓦驅逐俄外交官
0,每票最高4千！嘉義梅山查獲「三合一」賄選　村長候選人夫妻遭聲押
0,每票最高4千！嘉義梅山鄉查獲「三合一」賄選　某候選人夫妻到案
0,求婚包場費「要助陣友平攤」　她外縣市趕去：不便宜！親友卻打臉
0,求職詐騙凌虐3死…士檢罕見出動近30位檢察官訊問 累計收押13人
0,求職詐騙集團囚32人害3死 警深夜逮協助棄屍3嫌到案
0,汪小菲狂轟大小S！作家狠批「蕩婦羞辱」
0,沈慧虹談智慧交通　批高虹安：現有施政
0,沒樓梯走手扶梯！他爽喊「台北人自律」遭轟：關南部X事
0,沙袋裝遺體塞後車廂！　台版柬埔寨再逮4人
0,狂轟88槍共犯擦指紋撤銷交保　南院回應了
0,男「同時地」遭開2張罰單！討拍卻被打臉
0,男「討債不成」大鬧移民署！譙專勤人員三字經　下場GG了
0,男大生酒駕亡家屬漠然　女大生將連坐挨罰
0,男大生戴2年口罩　怒吼搭訕的人變少
0,男子喝茫逆向開上國10慘撞　2車3人受傷送醫
0,男子虛構17.5億遺產　多名女子受騙10多年「還離婚幫生子」
0,男友非人頭助理？沈富雄提3疑點　批高虹安處理不乾脆
0,男友開「法拉利」卻騙是福特　她怒封鎖罵臭渣男！真相曝光被譙爆
0,男友媽「喪屍般發狂」狠咬10秒　她大腿瘀青怒問：正常嗎
0,男出28K幫家裡修漏水　管錢女友怒「沒先報備」狂盧
0,男星帶旗下女偶像見家長　遭網痛批還嘴硬
0,男校長手摸擠女老師腰依性騷擾罪判6月 覺得委屈已上訴
0,男控專勤隊副隊長持甩棍恐嚇　移民署反擊：斷章取義
0,男連3天搶包竊車！蘆洲7旬婦也遇害　警全力緝捕中
0,男無照又酒駕！連撞4汽機車+300萬的「牛魔王」　恐賠到脫褲
0,男童買千元付80元　父母竟反告店員
0,男童燒臘店內玩「投籃」砸到客人　店家致歉
0,男嫌吼「真主偉大」刺死比利時員警　疑涉及恐怖攻擊
0,男搶搭小黃還打人　4友人叫囂＋罵警三字經下場慘…11警攔截逮捕
0,男網友唬單親媽暈船 誤信上床能賺300萬差點賠上女兒
0,男網友嘿咻翹家少年辯外表太成熟　他「穿國中制服」當場打臉
0,男騎車「沿路拖行」小黑狗！遭民眾狂叭犁田
0,私刑綑綁SM吮腳趾！食材老闆囚她當性奴狂虐　鬼扯嘴吸助排尿
0,見老婆只圍浴巾「待大哥房間」一起吃鹹酥雞！他暴怒卻被岳母罵
0,走鐘獎暗酸金鐘「女視帝」　陳亞蘭4字超霸氣回應
0,走鐘獎鬧內鬨！呱吉「1原因」槓上志祺七七：我滿不爽的
0,走鐘獎驚傳內鬨！呱吉認了：我蠻不爽
0,防護罩擋冷氣壓縮機遭譏「佛系散熱」　內行打臉：沒常識
0,兒子老被投訴！師再酸「長得奸詐狡猾」　人母怒嗆沒水準
0,兒花錢讓65歲母親上健身教練課  媳暴怒：為何浪費錢在老人身上？網一面倒挺婆婆
0,兒無照撞傷女行人！里長遭控關說　澄清：僅諮詢議員助理
0,兔子抓魚 竹北「水月橋」雕像惹議
0,卸任前再被打臉！柯文哲震怒取消下午聯訪
0,和網友揪團歡唱趁機偷皮夾　賊酒量太差「路倒」慘被逮
0,夜店喝完競速殺人！　黑衣煞嗆警、推倒媒體
0,妹子下體飄異味被友逼說真心話　網狂轟：這人真沒禮貌
0,妹妹月經弄污床單、哥哥爆喊1句「真噁心」 爸爸推責「學校性教育的錯」被網罵翻
0,妻全家噬血寄生「霸占主臥室」！尪睡客廳6年：房我買的
0,姊弟戀求復合破局！恐怖男衝診所縱火　全身遭火吻送醫
0,姊妹小心！3星座男能力強「有錢易作怪」
0,姐弟戀求復合遭拒！　前男友到牙醫診所縱火2人傷
0,岳父做生意缺錢動歪腦筋　偷女婿403萬現金藏房門夾層
0,帕金森氏症加小腦萎縮還能與小三性愛！簡訊曝姦情二審判賠
0,店家怒吼唐寶寶嚇抖　主持人心疼發聲
0,怕渣男是藉口！女同時曖昧多人還狂收禮 室友勸阻反被嗆
0,怕諷黑白配？柯文哲同桌白狼沒互動、王世堅酸「把黑道當尿壺」
0,抹黑陳時中鹹豬手　網翻徐巧芯3舊照打臉
0,押行照、車鑰匙卻沒付「8千元車資」！　運將控搭霸王車
0,拚期中選舉力挽狂瀾 拜登批石油公司發戰爭財
0,明年韓國這兩航班突取消！旅客怨房間已訂好　華航回應了
0,昔男團成員！29歲男直播主染毒被抓　韓媒揭：2012年出道
0,林玉書退《全明星4》遭酸　無奈發聲「再多一點腳就會斷」
0,林佳龍批「國民黨威權執行者」　侯友宜：我DNA是愛國愛民
0,林佳龍競辦批申請路權遭刁難 侯友宜：區公所已回應
0,林姿妙庭訊後列9點自清！怒批「為影響選舉」地檢署回應
0,林姿妙涉貪今開庭「號召民眾旁聽」　綠營批操弄民粹
0,林姿妙涉貪案開庭！15被告13人拒認罪　黃國昌批：卸責說謊
0,林耕仁再槓高虹安：爆料者證據已送檢調
0,林耕仁為「鄉下人」落淚　柯文哲酸：哭什麼？不要表演過頭好不好
0,林耕仁控有「小金庫」　高虹安陣營反擊：宛如水門案的情節
0,林耕仁造勢落淚！柯文哲酸：不要表演過頭
0,林逸欣音樂會唱一半！管罄無預警衝上台怒批：廢話太多
0,林園捷運「區段徵收」171公頃　居民批邁：拿人民賣地錢籌經費
0,波索納洛未認敗選　支持者占路抗議要求政變
0,爭搶塭仔圳重劃區拆遷工程　天道盟「剉冰」牟取暴利遭逮
0,爸長期家暴媽！兄弟倆不忍了聯手　3人打成一團2兒坐牢
0,物價飆漲惹民怨！拜登矛頭指向石油企業獲暴利　揚言增稅
0,玩命光頭？沿路逆向還攔車嗆聲　光頭駕駛GG了
0,直行遭撞！肇事駕駛看一眼離開　騎士送醫
0,直接拿架上商品「退貨」換錢！大膽男貪550元慘了　免囚代價出爐
0,矽谷經驗為中資服務？　蔣：美國人都不擔心了
0,空地停車房東要收費！他怨：還叫我除草　網見金額喊便宜
0,空污紅色警戒！　陳其邁：四成來自中北部藍營轟不要講官話
0,花蓮再爆賄選！給部落「豬肉、酒、錢」　2候選人遭法辦
0,花蓮西瓜只要6塊！網見細節怒了
0,返台被酸牆頭草、丟台人臉　李立群：我是去發揮台灣文化
0,金門大橋通車首日「出撞況」　男跨越雙黃線恐吊扣駕照
0,金鐘烏龍收回歌曲獎！《俗女養成記2》遞補獲獎　文化部致歉
0,長太嫩？35歲媽帶孩子超市買酒被拒 店員理由讓她大怒
0,長輩確診還上門「擅自進屋」！她怒噴一串髒話　遭父親罵家教失敗
0,阿美族戰士陣亡烏克蘭！爆「欠債百萬」遭網控：躲債逃離台灣
0,附帶決議放寬「波波醫生」名額　本土牙醫怒抗議
0,侮辱性極強！澳廉航拒提供輪椅　身障女被迫爬下機
0,侯友宜領軍六都造勢！張善政轟中央只顧輔選：已民怨沖天
0,侯酸林佳龍請立委站路口　她：選到沒人性
0,侯辦酸林佳龍掃市場次數少 綠營：選到沒人性
0,俄中止參與黑海穀物出口協議　艾爾段表態續推動
0,俄兵躲壕溝　烏軍無人機「3度投彈追殺」影片挨批：為了好玩而殺人
0,俄軍一開始很友善？烏克蘭受害婦人現身回憶「俄軍性暴力」
0,俄軍逃跑還掠城！博物館1.5萬藏品被偷　民宅馬桶也不放過
0,俄軍新兵造反「國家沒給錢」拒上前線　怒吼：我們被騙了
0,俄軍撤第聶伯河西岸　澤倫斯基：發現逾400件罪行
0,俄烏開戰250天再現危機？俄控烏欲射「髒彈」成動核藉口
0,俄退出黑海穀物出口協議　危及全球糧食供應
0,俄動員30萬大軍目標達成！普丁再簽署新法　允許「重罪犯」上戰場
0,俄羅斯軍嫂團衝前線　怒吼高官：還我丈夫
0,俄羅斯控：烏克蘭空襲毀損赫松州大壩
0,保時捷男「無照違停」嗆持槍警：有種你開
0,保時捷男無照又違停！發TikTok質疑警執法過當　嗆：有種開槍
0,保時捷違停嗆警「有種開槍！」　蘆洲無照屁孩討拍...芭比Q了
0,保護令算什麼！禽獸父狂咬1歲兒臉「玻璃杯砸妻」　下場慘曝
0,信了習近平？　拜登不信陸短期有侵台意圖　這兩點各自表述
0,前夫交贍養費要幫小三討本票 當眾拉扯前妻搶走15萬
0,前美軍飛行教官協助訓練解放軍　澳洲被捕將出庭應訊
0,前線戰況告急？　普欽簽署法令允重罪犯獲動員上戰場
0,勇士輸在爭議判決？　柯瑞批糟糕吹判：我都要去罰球了
0,南投議員兒是「閻王」 不滿挨嗆3個字私刑痛毆高中生
0,南韓內政部長：梨泰院事故 政府要負「無限責任」
0,南韓內政部長為梨泰院慘案致歉 人民情緒由震驚轉為憤怒
0,南韓內政部長鞠躬致歉！曾說梨泰院慘案「無法避免」　人民怒炸
0,南韓梨泰院推擠意外後7天…群眾燭光哀悼 抗議警方處置失當
0,哈哈台五股區街訪遭爆造假！廣告公司徵臨演「宣傳政績」
0,型男主廚劈腿偷拍性愛片！丈母娘怒轟爛咖
0,客人是詐團！　出入複雜難管商旅成「中繼站」
0,封關民調蔣陳分居首位　黃珊珊轟不可信：陳時中一直是第三
0,屋頂搬開瓦片！賊從天降偷收藏　屋主火大：是哈特利嗎
0,屏東選戰／塞爆！「種樹百里」惹民怨　綠營憂：中央美意衝選情
0,屏東選戰／種樹百里種出仇恨值　藍議員：蘇清泉拿到砲都不會打
0,建中生出國念名校！前家教狂酸1句話挨告
0,建中生錄取英國名校　家教竟留言酸「花錢買不到學歷」
0,建築工地「隱形」了：小鳥會生氣！
0,怒！保險箱「把手壞」　女控：才知買到「2手貨」
0,怒吼「尹錫悅下台」　首爾萬人燭光悼念梨泰院罹難者
0,怒吼唐寶寶！老闆為40元炸物報警　母泣：嚇到全身發抖
0,急衝「3缺1」紅燈左轉芭比Q了　酒測0.51...沒趕上牌局先進警局
0,怨IKEA桌子用不久就壞才驚覺是「紙糊的」 她討拍反被打臉
0,怨妹子「見面2次還不給」！和尚鹹濕對話網驚呆：雙修渡厄？
0,怨愛女當丫鬟　戲說女星車禍靠女道歉遭掀
0,拜登提徵能源暴利稅 在野批：為救選情
0,持米酒瓶狠砸街友頭致死 涉案六旬男遭檢方聲押獲准
0,持開山刀闖屋爆砍肚破腸流　共犯躲摩鐵「與女溫存」遭逮
0,持槍擄人關鐵籠　議員候選人魯秀傑羈押禁見「仍可參選」
0,指控鄭運鵬為賺人民幣挺服貿　藍營：林飛帆還挺得下去？
0,政二代趙介佑夥友討賭債 虐打被害人敗血症 判1年刑
0,政院前撒文蛤！七股漁民要求停止光電增設　蘇揆下令處理
0,故宮刻意隱瞞「打破碗」？　藍委：政風處隔3個月才調監視器
0,是她檢舉高虹安？蔡壁如批周玉蔻影射　怒喊2次「我提告」
0,柏油比直線七秒窄！高雄水溝蓋機車道惹議　水利局：會檢討
0,柯文哲稱「藍白合是死路」　朱立倫：佩服他每個禮拜都創造話題
0,柯文哲護高虹安「人犯錯是天性」　沈慧虹：這是涉嫌犯法
0,柯志恩提「五好政見」　酸陳其邁是「幸運之子」
0,柯建銘稱「高虹安麻煩大了」！宅神狠嗆：你兒子酒駕、運大麻
0,柯嗆「薛瑞元是婦產科」！　台大醫嘆：大老心態該改一改
0,柯輔選高虹安　指林耕仁落淚別表演過頭
0,毒男幻聽妻外遇叫床聲 持刀砍傷妻後自殘判4年
0,洪孟楷批蘇揆備詢講空話　蘇貞昌暴怒回嗆：亂講亂批評
0,洪孟楷曝「台版柬埔寨詐騙」內幕轟蔡英文：別再口號治國！
0,洪榮宏錄影爆氣「不拍了」！　怒斥張文綺：妳很不尊重人
0,派出所男警偷拍女同事洗澡傳雲端 付83萬不夠還得再賠40萬
0,炸物老闆怒吼唐氏症　新北社會局暖發聲
0,炸物老闆報警抓唐寶寶挨轟！房東說話了
0,炸物老闆道歉！唐寶寶母：快復業　網讚爆
0,炸物店老闆遭控咆哮唐寶寶個資被起底！　店關2天睡不著
0,為40元吼唐寶寶！網逆風挺炸物老闆被酸爆
0,為40元怒吼「唐氏症寶寶」遭出征　炸物攤老闆衝派出所訴苦、喊告網友
0,為40元怒吼唐寶寶　他一眼認出「這家老闆態度超差」：食物還臭酸
0,為了一句「說空話」　蘇貞昌爆氣嗆翻藍委
0,為梨泰院156死道歉　韓警察廳長承認疏失
0,狠夫闖妻娘家吵架敗陣　竟開車撞斷妻子手
0,狠父拿水管猛勒兒子頸！臉色發青還不放手　辯：只是管教
0,疫情回台被酸牆頭草「丟台灣人臉」！　李立群：我是去發揮台灣文化
0,皇帝深夜批奏摺　宮女送來熱粥竟遭處死
0,相親30次失敗！30歲女自認條件好　列擇偶4條件被轟爆
0,看房總吵架！未婚妻堅持「這裝潢」　他怒批：錢都我付的
0,看屋遇熱心鄰！　分飾2角騙投資詐婦千萬
0,穿女用內衣自拍猥褻片、揚言性侵友人妻　噁男挨告判決出爐
0,紅色資本入侵！放任外國人在韓炒房　民眾批政府差別待遇
0,紅色資本進攻！南韓打房卻放任外國人炒房 民眾怨差別待遇
0,美女大生喝ㄎㄧㄤ狂噴種族歧視字眼　神邏輯道歉又挨轟
0,美女頭貼後是他！27歲男狠詐19人　4個月爽賺331萬
0,美俄勒岡一家4口萬聖夜遇「路怒」　開槍嫌犯竟是市長
0,美英日法等50國簽署聲明　譴責新疆侵犯人權行為
0,美國男子駕車衝撞耶誕遊行釀6死　被判無期徒刑
0,美控北韓軍援俄
0,美稱中國侵犯「包括台灣」的外部世界　趙立堅：台灣是中國的台灣
0,背藏利益團體金主？網號召上街抗議「波波牙醫」 杜絕權貴世襲
0,苗可麗不忍了！當眾怒譙炎亞綸「不是人」　台下觀眾全傻眼
0,苗可麗主持不忍了　大罵炎亞綸不是人
0,英法荷也現「白紙革命」　民眾中國使館外怒嗆習近平下台
0,英超球星「涉性侵被捕」仍可踢世界盃　國家隊竟不知情
0,虐殺3人還棄屍！台版柬埔寨主嫌「茶董」　收押禁見
0,要求還手機起口角　男逢甲當街亮美工刀！還嗆警「小學生都可以拿啊」
0,要護理系女學生考前做孕檢　烏干達大學遭砲轟緊急撤回
0,負氣離家3年母女相約捷運站　她找不到人又忘帶手機崩潰大吼
0,降符破神威？台南寺廟香爐被放生雞腿 廟方怒報警追查
0,降價也沒用！好市多最強熟食「主角被換掉」 網直呼：太滅火不想買了
0,飛彈事件仍由俄負責 俄召見波蘭使節：「無法接受」鼓動反俄情緒
0,食藥署連夜開會挺高端？　公衛學者痛批：疫苗政策殺人
0,首富的生財之道？馬斯克為「推特收費」嗆網友：罵我還是要給8美元
0,乘客不滿被勸「沒戴口罩」動手拉扯　小黃司機噴辣椒水反擊
0,借錢不還引糾紛！　台中街友打死好友
0,員林市賣既成道路土地惹議 市長候選人要求比照建地出售　
0,哪個先？違規臨停　警「先找駕駛」引爭議
0,唐寶寶忘記帶錢遭老闆嗆聲報警 王婉諭批店家歧視不諒解
0,唐寶寶忘帶40元老闆嗆1句　網怒掀抵制潮
0,唐寶寶忘帶40元買炸物遭店家報警！網刷負評　老闆提告
0,唐寶寶忘帶40元遭狂吼報警　關愛協會心疼
0,唐寶寶忘帶錢…老闆嗆：我才不管他什麼症
0,唐寶寶忘帶錢老闆嗆聲報警　王婉諭心碎：對孩子再度傷害
0,唐寶寶事件落幕！炸物老闆「很愧疚」　母現身暖回11字
0,唐寶寶被炸物老闆怒吼嚇抖：不要再買東西
0,埃及巴士司機疑滑手機墜河　釀20死8傷
0,孫生走鐘獎惹怒小哥哥艾里　他放話「上傳網美爆料片」：真的會GG
0,害3歲女摔死父判9年 上訴狀況外：最高法院不開庭嗎？
0,差點撞人！疑載非法移工　駕駛拒檢逃逸
0,徐巧芯控陳時中鹹豬手　他PO這張照片打臉
0,徐巧芯慘被臉書禁言「死對頭」1留言酸爆
0,徐巧芯臉書遭禁言　陳時中嗆：別再演戲了
0,恐龍家長列10點切結書逼老師簽字 網友一看氣炸：以為學校生活客製化？
0,恩恩爸今天提國賠訴訟　侯友宜17字回應
0,恩恩爸怒了！明赴新北地院　向3機關求償1元國賠
0,恩恩爸將至新北地方法院提告國賠 侯友宜：尊重家屬、配合調查
0,拿「莫那魯道20元」新幣買滷味⋯老闆看一眼拒收 他怒：不是錢？
0,挨酸沒出賽就退《全明星》　林玉書揭傷勢
0,捍衛8美元月費計畫 馬斯克貼梗圖開嗆：肯花在星巴克、不想買推特藍勾勾 
0,旅館欠200萬管理費！住戶不滿　業者：已協調
0,校內燒慾火？教室「熱情連結」被抓包 女老師：誰想當我的寵物
0,校長突然出現在「性侵現場」嚇跑4男　少女以為得救卻遭二次性侵
